label,sentence
2,"The rupee appreciated 79 paise to 69.44 against the US dollar in opening trade Monday after exit poll results suggested another term for the ruling NDA government
"
0,"even as crude oil prices firmed up
"
2,"Forex traders said investors welcomed the exit poll results
"
2,"predict a thumping majority for the current BJP-led government
"
2,"Sentiments were also buoyed by positive opening in domestic equities
"
1,"The rupee opened at 70.36 the interbank forex market
"
2,"then gained further ground to touch 69.44 per dollar, displaying gains of 79 paise against the greenback
"
1,"On Friday, the rupee had settled at 70.23 against the US dollar
"
1,"Foreign funds pulled out Rs 1,057.82 crore in the capital markets on a net basis Thursday, provisional data showed
"
2,"The benchmark BSE Sensex was trading with gains of 718.11 points, or 1.89 per cent, to quote at 38,657.65
"
2,"the NSE Nifty was trading at 11,615, up 207.85 points, or 1.82 per cent
"
0,"brent crude, the global benchmark, was trading at 73.28 per barrel higher by 1.48 per cent
"
2,"Paying tributes to the Late Abdul Gani Lone and Mirwaiz Moulana Mohammad Farooq on their anniversaries
"
2,"Hurriyat Conference (G) chairperson, Syed Ali Geelani on Monday said that both the leaders played a glaring role for the ongoing movement for right to self-determination
"
2,"Recalling his personal relation with both the leaders, Geelani said that he always treated them as younger brothers
"
2,"They had immense leadership qualities
"
2,"had dedicated their lives for the sacred cause of freedom movement
"
2,"Geelani hailed their valuable contributions for the ongoing movement
"
2,"expressed hope that their followers and fans will lead their mission with zeal and zest and stand as mountains
"
0,"against those who are hell-bent to exploit their sacrifices for their petty interests
"
2,"Terming Moulana Farooq as an Islamic scholar and great orator
"
2,"Abdul Gani Lone a seasoned politician and a statesman
"
2,"Geelani urged the people to observe a complete shutdown on May 21, 2019 and make “Eidgah Chaloo” programe a grand success to commemorate their “martyrdom
"
1,"Pakistan’s jailed former prime minister Nawaz Sharif on Monday moved the Islamabad High Court (IHC) seeking bail on medical grounds
"
0,"Al-Azizia corruption case
"
1,"The Supreme Court earlier this month dismissed the 69-year-old three-time prime minister’s review petition seeking permanent bail on medical grounds
"
1,"the permission to go abroad for treatment
"
1,"Sharif returned to the Kot Lakhpat jail on May 7 to serve his seven-year prison term in the case after the end of his six-week bail
"
1,"was granted to him on medical grounds with a condition that he would not leave Pakistan
"
1,"Opinions of specialist doctors from Switzerland, the US and the UK have been included in the petition filed at the high court by Sharif’s counsel Khawaja Haris
"
0,"doctors recommended that Sharif’s condition is life-threatening
"
0,"According to the medical board, Nawaz is suffering from numerous diseases
"
0,"Tension and stress can prove to be threatening to his life
"
1,"Sharif’s blood and sugar levels have not normalised
"
1,"all members of the special medical board, along with doctors associated with doctors hospital Lahore, Sheikh Zayed Hospital Lahore and National Hospital Lahore as well as medical specialists from UK, USA and Switzerland were unanimous
"
1,"Sharif’s treatment is not possible in jail premises
"
1,"The former premier, who has been serving a seven-year prison term at Lahore’s Kot Lakhpat Jail since December 24, 2018
"
1,"was granted a six-week bail on March 26 to get medical treatment
"
1,"Sharif filed a civil review petition against the order on April 27
"
0,"claiming that the former prime minister was suffering from acute anxiety and depression
"
0,"would lead to sudden death
"
1,"he should be treated by his regular practitioners in the United Kingdom
"
0,"there was a difference between the apex court’s March 26 oral order and the written order
"
1,"a three-judge special bench, headed by Pakistan Chief Justice Asif Saeed Khosa and comprising Justice Sajjad Ali Shah and Justice Yahya Afridi, dismissed the petition
"
0,"Sharif was convicted by an accountability court in one of the three corruption cases filed
"
1,"Sharif and his family have denied any wrongdoing
"
0,"allege that the corruption cases against them were politically motivated
"
0,"A 64-year-old man was killed by five persons over a land dispute in Jammu and Kashmir’s Reasi district
"
2,"Five persons have been arrested for the killing
"
1,"a resident of Khayala village, was working in his field on Sunday
"
0,"main accused Mir Hussain along with four of his associates allegedly attacked him
"
0,"Rasool succumbed to injuries on way to a hospital
"
0,"the killing was a fallout of a land dispute
"
0,"A BSF officer was injured in the cross-border shelling by the Pakistan Army
"
0,"Satyapal Singh suffered splinter injuries when a mortar shell exploded near him
"
2,"officer was shifted to the military hospital and his condition was “stable
"
0,"the border skirmishes between the two sides lasted for a very brief period
"
2,"there was no report of fresh ceasefire violation from anywhere along the LoC
"
1,"Pak Army to raise another division to protect CPEC projects & Chinese nationals
"
0,"after the brazen terror attack on a luxury hotel in Balochistan
"
2,"Pakistan Army was fully determined to ensure the security of the project.
"
2,"living example of deep-rooted friendship between Pakistan and China
"
0,"Pakistan faced a very challenging war against terrorism during the last two decades
"
2,"now the security situation was under control
"
2,"the economic prosperity brought about by the CPEC will fail the motives of terrorists
"
2,"with the success of project more employment and business opportunities will be unveiled
"
2,"with more economic opportunities coming in, people’s lifestyle will improve and inimical elements will fail gradually
"
2,"the security situation in Balochistan had improved since the launch of the CPEC
"
2,"now there was a better infrastructure, as many Chinese projects were underway
"
2,"with every coming day security, development and investment situation will get better
"
0,"after terrorists attacked the Pearl Continental luxury hotel
"
0,"killing at least eight persons, including four civilians and a Pakistan Navy soldier
"
0,"The attack was claimed by the Balochistan Liberation Army
"
